Time,SchedLat_Total_ms,SchedLat_Avg_ms,SchedLat_P95_ms,SchedLat_P99_ms,SchedLat_Max_ms,SchedLat_Count,SchedLat_Dropped,DState_Total_ms,DState_Count,SoftIRQ_Total_ms,SoftIRQ_Count,BaselineMode,BaselineSamples,Friction,dF_dt,Energy,Energy_W,Energy_Vol,Energy_kFactor
2026-01-19 10:31:50,364.46,0.0208,0.0150,0.0150,9.6250,17483,1,1.73,14,11.79,362,FROZEN,300,1.416880,0.982196,0.649897,5,31.849605,2.614004
2026-01-19 10:31:51,279.42,0.0074,0.0150,0.0150,6.6600,37759,4,3.81,65,17.14,1440,FROZEN,300,0.521696,-0.895185,0.689278,5,28.754163,2.614004
2026-01-19 10:31:53,857.31,0.0300,0.0150,0.0150,16.0840,28538,1,246.86,112,11.58,345,FROZEN,300,2.469486,1.947790,0.973560,5,26.073526,2.614004
2026-01-19 10:31:54,275.02,0.0173,0.0150,0.0150,12.0470,15887,1,4.35,29,9.56,407,FROZEN,300,0.802297,-1.667189,1.373090,5,23.632892,2.614004
2026-01-19 10:31:55,147.79,0.0093,0.0150,0.0150,2.2340,15925,2,6.90,39,8.39,390,FROZEN,300,0.610237,-0.192060,1.175556,5,21.288809,2.614004
2026-01-19 10:31:56,183.91,0.0094,0.0150,0.0150,5.4980,19624,0,8.99,50,5.34,340,FROZEN,300,0.356041,-0.254196,1.015309,5,19.185347,2.614004
2026-01-19 10:31:57,236.74,0.0138,0.0150,0.0150,8.9350,17204,0,4.61,17,5.64,427,FROZEN,300,0.237762,-0.118280,0.557931,5,17.278641,2.614004
2026-01-19 10:31:58,155.35,0.0089,0.0150,0.0150,3.3450,17493,0,2.41,34,8.18,649,FROZEN,300,0.458531,0.220769,0.196326,5,15.572854,2.614004
2026-01-19 10:31:59,199.24,0.0088,0.0150,0.0150,3.5130,22762,2,5.12,70,12.99,1327,FROZEN,300,0.527132,0.068601,0.165461,5,14.022428,2.614004
2026-01-19 10:32:00,159.96,0.0094,0.0150,0.0150,2.9860,17104,0,5.17,48,5.46,382,FROZEN,300,0.404590,-0.122542,0.132548,5,12.632440,2.614004
2026-01-19 10:32:02,200.68,0.0110,0.0150,0.0150,6.0920,18314,1,3.40,15,5.77,326,FROZEN,300,0.356783,-0.047807,0.114930,5,11.373976,2.614004
2026-01-19 10:32:03,421.50,0.0122,0.0150,0.0150,10.5870,34644,2,252.80,116,5.57,359,FROZEN,300,1.891094,1.534311,0.443315,5,10.390010,2.614004
2026-01-19 10:32:04,278.21,0.0142,0.0150,0.0150,8.0480,19543,0,1.20,20,5.10,333,FROZEN,300,0.473573,-1.417522,0.780545,5,9.492761,2.614004
2026-01-19 10:32:05,342.28,0.0151,0.0150,0.0150,13.9800,22653,4,7.55,47,11.75,1033,FROZEN,300,0.425102,-0.048471,0.762028,5,8.548332,2.614004
2026-01-19 10:32:06,270.54,0.0160,0.0150,0.0150,10.9070,16876,2,2.45,22,13.02,470,FROZEN,300,1.027647,0.602545,0.900712,5,7.753753,2.614004
2026-01-19 10:32:07,231.79,0.0091,0.0150,0.0150,1.9300,25355,1,4.18,55,21.00,1571,FROZEN,300,0.440658,-0.586989,0.663882,5,7.037077,2.614004
2026-01-19 10:32:08,173.44,0.0097,0.0150,0.0150,2.6620,17827,0,10.79,75,10.40,533,FROZEN,300,0.518507,0.077849,0.328963,5,6.341154,2.614004
2026-01-19 10:32:10,190.75,0.0123,0.0150,0.0150,6.0520,15447,2,3.26,16,9.62,434,FROZEN,300,0.612081,0.093574,0.340239,5,5.716396,2.614004
2026-01-19 10:32:11,197.55,0.0119,0.0150,0.0150,6.0030,16537,2,4.99,39,8.85,410,FROZEN,300,0.620799,0.008718,0.191782,5,5.145628,2.614004
2026-01-19 10:32:12,216.24,0.0114,0.0150,0.0150,9.2010,19052,3,8.78,47,6.92,315,FROZEN,300,0.609765,-0.011034,0.047794,5,4.632169,2.614004
2026-01-19 10:32:13,824.62,0.0291,0.0150,0.0150,16.7290,28328,3,262.03,95,9.82,534,FROZEN,300,2.638086,2.028321,0.535412,5,4.371784,2.614004
2026-01-19 10:32:14,247.10,0.0120,0.0150,0.0150,6.7110,20614,1,3.84,23,6.93,456,FROZEN,300,0.324624,-2.313462,1.090384,5,4.165952,2.614004
2026-01-19 10:32:15,282.34,0.0127,0.0150,0.0150,6.5330,22298,2,5.05,28,8.38,446,FROZEN,300,0.443813,0.119188,1.118001,5,3.761276,2.614004
2026-01-19 10:32:16,678.10,0.0271,0.0150,0.0150,17.8140,25006,3,71.00,81,14.65,1392,FROZEN,300,1.043344,0.599531,1.265126,5,3.445101,2.614004
2026-01-19 10:32:17,159.26,0.0094,0.0150,0.0150,3.4500,16914,1,2.17,14,6.18,411,FROZEN,300,0.365430,-0.677914,0.927524,5,3.168382,2.614004
2026-01-19 10:32:19,202.22,0.0071,0.0150,0.0150,1.1490,28307,2,5.75,87,15.31,1570,FROZEN,300,0.576684,0.211255,0.401972,5,2.872670,2.614004
2026-01-19 10:32:20,270.41,0.0153,0.0150,0.0150,3.5240,17725,0,0.47,7,8.02,402,FROZEN,300,0.628563,0.051879,0.385145,5,2.590590,2.614004
2026-01-19 10:32:21,376.48,0.0183,0.0150,0.0150,8.3270,20566,0,5.56,36,9.75,794,FROZEN,300,0.551233,-0.077330,0.254594,5,2.339264,2.614004
2026-01-19 10:32:22,268.95,0.0122,0.0150,0.0150,7.9860,22114,0,27.06,69,5.68,429,FROZEN,300,0.082323,-0.468910,0.202343,5,2.152229,2.614004
2026-01-19 10:32:23,355.82,0.0163,0.0150,0.0150,12.1080,21784,2,142.97,125,11.64,826,FROZEN,300,0.768405,0.686082,0.321050,5,2.005614,2.614004
2026-01-19 10:32:24,195.96,0.0080,0.0150,0.0150,5.8140,24476,3,435.85,100,14.52,1594,FROZEN,300,4.329034,3.560629,1.198238,5,2.161116,2.614004
2026-01-19 10:32:25,137.24,0.0085,0.0150,0.0150,1.7670,16171,0,16.12,41,5.48,324,FROZEN,300,0.317325,-4.011709,2.181832,5,2.346175,2.614004
2026-01-19 10:32:27,185.14,0.0096,0.0150,0.0150,3.5340,19371,3,5.68,41,8.71,819,FROZEN,300,0.428181,0.110856,2.092319,5,2.122643,2.614004
2026-01-19 10:32:28,197.09,0.0104,0.0150,0.0150,8.6580,19000,0,1.33,11,4.88,386,FROZEN,300,0.380310,-0.047871,1.932766,5,1.915166,2.614004
2026-01-19 10:32:29,146.07,0.0087,0.0150,0.0150,5.3850,16741,4,9.25,47,8.63,908,FROZEN,300,0.449671,0.069361,1.059949,5,1.730585,2.614004
2026-01-19 10:32:30,141.11,0.0092,0.0150,0.0150,1.8320,15256,1,0.45,18,3.26,234,FROZEN,300,0.487443,0.037771,0.066465,5,1.561304,2.614004
2026-01-19 10:32:31,165.55,0.0093,0.0150,0.0150,6.5620,17706,1,5.04,33,6.07,532,FROZEN,300,0.396822,-0.090620,0.061406,5,1.414236,2.614004
2026-01-19 10:32:32,470.11,0.0128,0.0150,0.0150,11.0940,36643,5,6.79,95,13.77,1252,FROZEN,300,0.467650,0.070827,0.067145,5,1.279895,2.614004
2026-01-19 10:32:33,391.35,0.0172,0.0150,0.0150,9.6390,22742,0,242.59,80,6.53,500,FROZEN,300,2.802540,2.334890,0.633527,5,1.385394,2.614004
2026-01-19 10:32:34,145.33,0.0094,0.0150,0.0150,1.8620,15523,0,2.90,21,5.56,413,FROZEN,300,0.375562,-2.426977,1.230829,5,1.489553,2.614004
2026-01-19 10:32:36,145.76,0.0104,0.0150,0.0150,2.7530,13990,1,5.14,37,10.89,914,FROZEN,300,0.376203,0.000641,1.208334,5,1.340661,2.614004
2026-01-19 10:32:37,192.56,0.0109,0.0150,0.0150,8.6790,17724,1,7.44,48,9.19,947,FROZEN,300,0.432503,0.056300,1.204702,5,1.212225,2.614004
2026-01-19 10:32:38,156.82,0.0097,0.0150,0.0150,9.2810,16138,1,1.40,10,7.73,557,FROZEN,300,0.364384,-0.068119,0.638009,5,1.097815,2.614004
2026-01-19 10:32:39,131.31,0.0088,0.0150,0.0150,3.7200,14948,3,11.61,65,8.76,795,FROZEN,300,0.403401,0.039017,0.041019,5,0.991935,2.614004
2026-01-19 10:32:40,232.82,0.0112,0.0150,0.0150,12.5840,20860,2,0.81,50,15.34,1534,FROZEN,300,0.542682,0.139280,0.075679,5,0.906669,2.614004
2026-01-19 10:32:41,138.91,0.0097,0.0150,0.0150,3.7090,14288,0,15.04,75,6.93,603,FROZEN,300,0.345564,-0.197118,0.110883,5,0.835714,2.614004
2026-01-19 10:32:42,352.40,0.0125,0.0150,0.0150,10.2250,28181,3,242.24,94,6.85,450,FROZEN,300,2.322546,1.976982,0.588099,5,0.949841,2.614004
2026-01-19 10:32:43,147.20,0.0084,0.0150,0.0150,1.9180,17429,2,14.12,125,7.30,626,FROZEN,300,0.448513,-1.874033,1.046853,5,1.042260,2.614004
2026-01-19 10:32:45,189.81,0.0096,0.0150,0.0150,3.0510,19763,1,3.55,32,5.25,354,FROZEN,300,0.399935,-0.048578,1.024178,5,0.942892,2.614004
2026-01-19 10:32:46,423.41,0.0255,0.0150,0.0150,15.8640,16598,1,173.09,20,5.15,386,FROZEN,300,8.914920,8.514985,3.103644,5,1.700101,2.614004
2026-01-19 10:32:47,275.71,0.0164,0.0150,0.0150,15.9380,16780,0,5.65,46,5.54,454,FROZEN,300,0.491065,-8.423855,4.715363,5,2.372477,2.614004
2026-01-19 10:32:48,260.41,0.0085,0.0150,0.0150,3.7360,30764,1,4.91,64,14.91,1420,FROZEN,300,0.508190,0.017125,4.251136,5,2.136941,2.614004
